text,label
"continuous_sneezing,shivering,chills,watering_from_eyes",35
"vomiting,sunken_eyes,diarrhoea",402
"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum",149
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",297
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",468
"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine",541
"skin_rash,pus_filled_pimples,blackheads,scurring",7
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",596
"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",1047
"Signs and symptoms of cataracts include:  Clouded, blurred or dim vision Increasing difficulty with vision at night Sensitivity to light and glare Need for brighter light for reading and other activities Seeing ""halos"" around lights Frequent changes in eyeglass or contact lens prescription Fading or yellowing of colors Double vision in a single eye  At first, the cloudiness in your vision caused by a cataract may affect only a small part of the eye's lens and you may be unaware of any vision loss. As the cataract grows larger, it clouds more of your lens and distorts the light passing through the lens. This may lead to more-noticeable symptoms.",176
"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking",700
"fatigue,yellowish_skin,nausea,loss_of_appetite,family_history",466
"I've been having back pain, a chronic cough, and muscle weakness. I'm also dizzy and losing my balance, and my neck hurts.",186
"continuous_sneezing,shivering,chills,watering_from_eyes",35
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",207
"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration",501
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",465
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",297
"The first symptoms of hoarding disorder often appear during the teenage to early adult years. You may get and save too many items, gradually build up clutter in living spaces, and have difficulty getting rid of things. As you grow older, you may continue getting and holding onto things that you may never use and don't have space for. By middle age, the clutter can become overwhelming as symptoms become more severe and increasingly difficult to treat. Problems with hoarding gradually develop over time and tend to be a private behavior. You may avoid having family, friends or repair workers in your home. Often, major clutter has developed by the time it reaches the attention of others. Symptoms of hoarding disorder may include:  Getting and keeping too many items that you may not have a need for right now and don't have space for. Ongoing difficulty throwing out or parting with your things, regardless of their actual value. Feeling a need to save these items and being upset by the thought of getting rid of them. Building up clutter to the point where you can't use rooms. Trying to be perfect and avoiding or delaying decisions. Problems with planning and organizing.  Getting too many items and refusing to part with them results in:  Disorganized piles or stacks of items, such as newspapers, clothes, paperwork, books or sentimental items. Items that crowd and clutter your walking spaces and living areas. Rooms can't be used for the intended purpose, such as not being able to sleep in your bed. Buildup of food or trash to large, unsanitary levels. Distress or problems functioning or keeping yourself, others and pets safe in your home. Conflict with others who try to reduce or remove clutter from your home. Relationship issues, avoiding social activities and employment problems. Difficulty organizing items and sometimes losing important items in the clutter.  With hoarding disorder, items are usually saved because:  You believe these items are unique or that you'll need them at some point in the future. You feel emotionally connected to items that remind you of happier times or represent beloved people or pets. You feel safe and comforted when surrounded by things. You don't want to waste anything.  Hoarding disorder is different from collecting. People who have collections, such as stamps or model cars, carefully search out specific items, organize them and display their collections. Collections can be large, but they aren't usually cluttered. Also, they don't cause the distress and problems functioning that are part of hoarding disorder. Hoarding animals People who hoard animals may collect dozens or even hundreds of pets. Animals may be confined inside or outside. Because of the large numbers, these animals often aren't cared for properly. The health and safety of the person and the animals are often at risk because of unsanitary conditions.",485
"itching,skin_rash,stomach_pain,spotting__urination",308
"itching,skin_rash,nodal_skin_eruptions,dischromic__patches",394
"Signs and symptoms of morphea vary depending on the type and stage of the condition. They include:  Reddish or purplish oval patches of skin, often on the belly, chest or back Patches that gradually develop a lighter or whitish center Linear patches, especially on the arms or legs and possibly the forehead or scalp A gradual change in the affected skin, which becomes firm, thickened, dry and shiny  Morphea affects the skin and underlying tissue and sometimes bone. The condition generally lasts several years and then improves or at times disappears by itself. It may leave scars or areas of darkened or discolored skin. It is possible for morphea to recur.",647
"Signs and symptoms of dry socket may include:  Severe pain within a few days after a tooth extraction Partial or total loss of the blood clot at the tooth extraction site, which you may notice as an empty-looking (dry) socket Visible bone in the socket Pain that radiates from the socket to your ear, eye, temple or neck on the same side of your face as the extraction Bad breath or a foul odor coming from your mouth Unpleasant taste in your mouth  When to see a doctor A certain degree of pain and discomfort is normal after a tooth extraction. However, you should be able to manage normal pain with the pain reliever prescribed by your dentist or oral surgeon, and the pain should lessen with time. If you develop new or worsening pain in the days after your tooth extraction, contact your dentist or oral surgeon immediately.",313
"muscle_wasting,patches_in_throat,high_fever",27
"Breast tissue normally might feel lumpy or ropy and you may have tenderness that comes and goes with your menstrual period.  If you have an underlying breast condition, you might notice changes in how your breasts normally feel, such as:  A round, smooth and firm breast lump A large, solid-feeling lump that moves easily under your skin A hard, irregular-shaped breast lump Skin redness or dimpling like an orange Changes in breast size or shape Fluid leaking from your nipple  Causes Breast lumps can result from:  Breast cysts. If you find a breast lump that feels round, smooth and firm, it could be a cyst — a dilated milk duct filled with fluid. A breast cyst can be large or small, and the surrounding breast tissue may be tender. A breast cyst may appear before your menstrual period and get smaller or disappear afterward. Fibrocystic breast changes. With fibrocystic breast changes, you may feel fullness in your breasts with areas of lumpiness or ridgelike areas. Your breasts may feel tender. Many women experience fibrocystic breast changes related to their menstrual cycles that tend to improve after the menstrual cycle. Fibroadenomas. Fibroadenomas are solid, noncancerous breast tumors that are smooth and move easily under your skin when touched. A fibroadenoma may grow larger. Factors that may be associated with fibroadenoma growth include being pregnant, using hormone therapy or menstruation. Injuries and infections. A severe injury to your breast tissue or nearby nerves can create a breast lump. Doctors describe this condition as fat necrosis. A collection of infected fluid (abscess) in breast tissue also can cause a breast lump, one that's often associated with localized breast pain and inflammation of the skin. Breast cancer. A breast lump that's painless, hard, irregularly shaped and different from surrounding breast tissue might be breast cancer. Skin covering the lump may look red, dimpled or pitted like the skin of an orange. Your breast size and shape may change, or you may notice discharge from the nipple.  Only by seeing your doctor for evaluation can you be certain of what kinds of tests you might need and which type of breast lump you have. Clinical trials  Explore Mayo Clinic studies testing new treatments, interventions and tests as a means to prevent, detect, treat or manage this condition.       Explore Mayo Clinic studies             By Mayo Clinic Staff By Mayo Clinic Staff  Suspicious breast lumps care at Mayo Clinic ",957
"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation",511
"indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",630
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",72
"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze",515
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",297
"itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",193
"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze",515
"Signs and symptoms of DiGeorge syndrome (22q11.2 deletion syndrome) can vary in type and severity, depending on what body systems are affected and how severe the defects are. Some signs and symptoms may be apparent at birth, but others may not appear until later in infancy or early childhood. Signs and symptoms may include some combination of the following:  Heart murmur and bluish skin due to poor circulation of oxygen-rich blood (cyanosis) as a result of a heart defect Frequent infections Certain facial features, such as an underdeveloped chin, low-set ears, wide-set eyes or a narrow groove in the upper lip A gap in the roof of the mouth (cleft palate) or other problems with the palate Delayed growth Difficulty feeding, failure to gain weight or gastrointestinal problems Breathing problems Poor muscle tone Delayed development, such as delays in rolling over, sitting up or other infant milestones Delayed speech development or nasal-sounding speech Learning delays or disabilities Behavior problems  When to see a doctor Other conditions may cause signs and symptoms similar to 22q11.2 deletion syndrome. So it's important to get an accurate and prompt diagnosis if your child shows any signs or symptoms listed above. Doctors may suspect 22q11.2 deletion syndrome:   At birth. If certain conditions — a severe heart defect, cleft palate or a combination of other factors typical of 22q11.2 deletion syndrome — are readily apparent at birth, diagnostic tests will likely begin before your child leaves the hospital. At well-baby visits. Your family doctor or pediatrician may suspect the disorder because of a combination of illnesses or disorders that become apparent over time. Other issues may come to the attention of your doctor during regularly scheduled well-baby visits or annual checkups for your child. ",295
